protocolo_s2i_d,nome_municipio,sigla_uf,regiao,data_registro,data_evento,cod_cobrade,tipologia,descricao_tipologia,grupo_de_desastre,cod_ibge_mun,setores_censitarios,status,dh_descricao,dh_mortos,dh_feridos,dh_enfermos,dh_desabrigados,dh_desalojados,dh_desaparecidos,dh_afetados_seca_estiagem,dh_total_danos_humanos_diretos,dh_outros_afetados,dm_descricao,dm_uni_habita_danificadas,dm_uni_habita_destruidas,dm_uni_habita_valor,dm_inst_saude_danificadas,dm_inst_saude_destruidas,dm_inst_saude_valor,dm_inst_ensino_danificadas,dm_inst_ensino_destruidas,dm_inst_ensino_valor,dm_inst_servicos_danificadas,dm_inst_servicos_destruidas,dm_inst_servicos_valor,dm_inst_comuni_danificadas,dm_inst_comuni_destruidas,dm_inst_comuni_valor,dm_obras_de_infra_danificadas,dm_obras_de_infra_destruidas,dm_obras_de_infra_valor,dm_total_danos_materiais,da_descricao,da_polui_cont_da_agua,da_polui_cont_do_ar,da_polui_cont_do_solo,da_dimi_exauri_hidrico,da_incendi_parques_ap_as_ap_ps,pepl_descricao,pepl_assis_med_e_emergen_r,pepl_abast_de_agua_pot_r,pepl_sist_de_esgotos_sanit_r,pepl_sis_limp_e_rec_lixo_r,pepl_sis_cont_pragas_r,pepl_distrib_energia_r,pepl_telecomunicacoes_r,pepl_tran_loc_reg_l_curso_r,pepl_distrib_combustiveis_r,pepl_seguranca_publica_r,pepl_ensino_r,pepl_total_publico,pepr_descricao,pepr_agricultura_r,pepr_pecuaria_r,pepr_industria_r,pepr_comercio_r,pepr_servicos_r,pepr_total_privado,pe_p_le_pr,ano,mes,mes_nome,categoria_evento
SC-A-4212254-12100-20040507,Passo de Torres,SC,Sul,2004-05-07,2004-05-07,12100,7,Inundações,Hidrológico,4212254,NA,Registro,NA,0,0,0,0,0,0,0,0,70,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,686795.1828609718,686795.1828609718,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2004,5,Mai,Inundações
SC-A-4201406-12100-20040507,Araranguá,SC,Sul,2004-05-07,2004-05-07,12100,7,Inundações,Hidrológico,4201406,NA,Registro,NA,0,0,0,266,175,0,0,441,0,NA,177,0,72294.22977483913,0,0,0,0,0,0,0,0,0,0,0,0,8,0,122900.19061722652,195194.42039206566,NA,NA,NA,NA,NA,NA,NA,0,86753.07572980695,0,0,0,0,0,0,0,0,0,86753.07572980695,NA,28917.691909935653,18073.557443709782,0,0,0,46991.249353645435,133744.3250834524,2004,5,Mai,Inundações
SC-A-4215653-12100-20040507,Santa Rosa do Sul,SC,Sul,2004-05-07,2004-05-07,12100,7,Inundações,Hidrológico,4215653,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1626620.1699338804,1626620.1699338804,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,722942.2977483913,0,0,72294.22977483913,795236.5275232304,NA,1012119.2168477478,36147.114887419564,0,0,0,1048266.3317351674,1843502.8592583977,2004,5,Mai,Inundações
SC-A-4209409-12200-20040914,Laguna,SC,Sul,2004-09-14,2004-09-14,12200,2,Enxurradas,Hidrológico,4209409,NA,Registro,NA,0,0,0,18,0,0,0,18,15000,NA,18,0,433765.37864903477,2,0,36147.114887419564,7,0,144588.45954967826,0,0,0,0,0,0,0,400,2458003.8123445306,3072504.765430663,NA,NA,NA,NA,NA,NA,NA,0,0,54220.672331129346,347012.3029192278,0,162662.01699338804,0,1626620.1699338804,0,0,33038.46300710148,2223553.625184727,NA,0,0,180735.57443709782,0,18073.557443709782,198809.1318808076,2422362.7570655346,2004,9,Set,Enxurradas
SC-A-4211900-12200-20050224,Palhoça,SC,Sul,2005-02-24,2005-02-24,12200,2,Enxurradas,Hidrológico,4211900,NA,Registro,NA,0,0,0,280,0,0,0,280,758,NA,70,0,1785.4927682983966,0,0,0,0,0,0,0,0,0,0,0,0,1789,0,3191032.6755028944,3192818.168271193,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2005,2,Fev,Enxurradas
SC-A-4201406-12100-20050830,Araranguá,SC,Sul,2005-08-30,2005-08-30,12100,7,Inundações,Hidrológico,4201406,NA,Registro,NA,0,1,53,182,72,0,0,308,3100,NA,68,0,249968.98756177552,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1678.3632022004927,251647.35076397602,NA,NA,NA,NA,NA,NA,NA,12498.449378088775,1678.3632022004927,0,0,0,0,0,0,0,0,0,14176.812580289268,NA,0,0,0,0,0,0,14176.812580289268,2005,8,Ago,Inundações
SC-A-4202073-12100-20050831,Balneário Gaivota,SC,Sul,2005-08-31,2005-08-31,12100,7,Inundações,Hidrológico,4202073,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,5,0,17854.927682983965,1,0,5356.4783048951895,0,0,0,0,0,0,0,0,0,6,2,319603.205525413,342814.6115132921,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,946311.1671981502,303533.7706107274,0,0,0,1249844.9378088776,1249844.9378088776,2005,8,Ago,Inundações
SC-A-4202305-12200-20060105,Biguaçu,SC,Sul,2006-01-05,2006-01-05,12200,2,Enxurradas,Hidrológico,4202305,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,25,1,206429.01241758495,1,0,17202.417701465412,2,0,17202.417701465412,0,0,0,0,0,0,2,1,1410598.2515201638,1651432.0993406796,NA,NA,NA,NA,NA,NA,NA,0,61928.70372527549,0,0,0,0,0,103214.50620879247,0,0,0,165143.20993406797,NA,0,0,0,0,0,0,165143.20993406797,2006,1,Jan,Enxurradas
SC-A-4201307-12300-20061002,Araquari,SC,Sul,2006-10-02,2006-10-02,12300,1,Alagamentos,Hidrológico,4201307,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,100,0,688096.7080586165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361250.7717307737,1049347.4797893902,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,137619.3416117233,0,0,0,0,137619.3416117233,137619.3416117233,2006,10,Out,Alagamentos
SC-A-4209102-12100-20061126,Joinville,SC,Sul,2006-11-26,2006-11-26,12100,7,Inundações,Hidrológico,4209102,NA,Reconhecido,NA,0,0,0,0,400,0,0,400,4130,NA,7,0,44038.18931575146,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10921677.37931878,10965715.56863453,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2006,11,Nov,Inundações
SC-A-4209102-12200-20070221,Joinville,SC,Sul,2007-02-21,2007-02-21,12200,2,Enxurradas,Hidrológico,4209102,NA,Reconhecido,NA,0,0,1,0,0,0,0,1,1000,NA,200,0,76531.48710474107,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2056783.7159399162,2133315.203044657,NA,NA,NA,NA,NA,NA,NA,0,1594.4059813487722,0,0,0,2232168.373888281,0,0,0,0,0,2233762.77986963,NA,114797.2306571116,263076.98692254745,0,0,0,377874.217579659,2611636.997449289,2007,2,Fev,Enxurradas
SC-A-4205803-12200-20070221,Garuva,SC,Sul,2007-02-21,2007-02-21,12200,2,Enxurradas,Hidrológico,4205803,NA,Reconhecido,NA,0,0,0,0,1,0,0,1,700,NA,6,0,79720.29906743861,0,0,0,0,0,0,0,0,0,0,0,0,0,5,918377.8452568928,998098.1443243314,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,25510.495701580356,47832.17944046317,0,0,38265.743552370535,111608.41869441407,111608.41869441407,2007,2,Fev,Enxurradas
SC-A-4216404-12200-20070303,São João do Sul,SC,Sul,2007-03-03,2007-03-03,12200,2,Enxurradas,Hidrológico,4216404,NA,Reconhecido,NA,1,0,1,3,150,0,0,155,2192,NA,103,5,963021.2127346585,0,0,0,2,0,15944.059813487724,0,0,0,1,5,127552.47850790179,11,11,5500700.635653265,6607218.386709313,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,8774653.877754834,0,0,0,0,8774653.877754834,8774653.877754834,2007,3,Mar,Enxurradas
SC-A-4202008-12200-20071211,Balneário Camboriú,SC,Sul,2007-12-11,2007-12-11,12200,2,Enxurradas,Hidrológico,4202008,NA,Registro,NA,0,0,0,10,500,0,0,510,5000,NA,5,0,63776.239253950895,0,0,0,4,0,25510.495701580356,0,0,0,0,0,0,0,0,644140.0164649041,733426.7514204353,NA,NA,NA,NA,NA,NA,NA,0,0,102041.98280632142,0,0,0,0,0,0,0,0,102041.98280632142,NA,0,0,0,0,0,0,102041.98280632142,2007,12,Dez,Enxurradas
SC-A-4216602-12200-20080130,São José,SC,Sul,2008-01-30,2008-01-30,12200,2,Enxurradas,Hidrológico,4216602,NA,Reconhecido,NA,0,122,0,360,20800,0,0,21282,114480,NA,21,25,2192786.7966401526,0,0,0,2,0,394596.39768917696,0,0,0,0,0,0,9,69,2291582.0428764056,4878965.2372057345,NA,NA,NA,NA,NA,NA,NA,154915.6227964917,116917.45116716356,146146.81395895444,29229.36279179089,0,58458.72558358178,0,87688.08837537267,0,0,0,593356.064673355,NA,2192.2022093843166,517359.7214146987,0,0,0,519551.923624083,1112907.988297438,2008,1,Jan,Enxurradas
