protocolo_s2i_d,nome_municipio,sigla_uf,regiao,data_registro,data_evento,cod_cobrade,tipologia,descricao_tipologia,grupo_de_desastre,cod_ibge_mun,setores_censitarios,status,dh_descricao,dh_mortos,dh_feridos,dh_enfermos,dh_desabrigados,dh_desalojados,dh_desaparecidos,dh_afetados_seca_estiagem,dh_total_danos_humanos_diretos,dh_outros_afetados,dm_descricao,dm_uni_habita_danificadas,dm_uni_habita_destruidas,dm_uni_habita_valor,dm_inst_saude_danificadas,dm_inst_saude_destruidas,dm_inst_saude_valor,dm_inst_ensino_danificadas,dm_inst_ensino_destruidas,dm_inst_ensino_valor,dm_inst_servicos_danificadas,dm_inst_servicos_destruidas,dm_inst_servicos_valor,dm_inst_comuni_danificadas,dm_inst_comuni_destruidas,dm_inst_comuni_valor,dm_obras_de_infra_danificadas,dm_obras_de_infra_destruidas,dm_obras_de_infra_valor,dm_total_danos_materiais,da_descricao,da_polui_cont_da_agua,da_polui_cont_do_ar,da_polui_cont_do_solo,da_dimi_exauri_hidrico,da_incendi_parques_ap_as_ap_ps,pepl_descricao,pepl_assis_med_e_emergen_r,pepl_abast_de_agua_pot_r,pepl_sist_de_esgotos_sanit_r,pepl_sis_limp_e_rec_lixo_r,pepl_sis_cont_pragas_r,pepl_distrib_energia_r,pepl_telecomunicacoes_r,pepl_tran_loc_reg_l_curso_r,pepl_distrib_combustiveis_r,pepl_seguranca_publica_r,pepl_ensino_r,pepl_total_publico,pepr_descricao,pepr_agricultura_r,pepr_pecuaria_r,pepr_industria_r,pepr_comercio_r,pepr_servicos_r,pepr_total_privado,pe_p_le_pr,ano,mes,mes_nome,categoria_evento
SC-F-4205407-13214-20210121,Florianópolis,SC,Sul,2021-01-22,2021-01-22,13214,13,Chuvas Intensas,Hidrológico,4205407,NA,Reconhecido,NA,2,26,66,16,900,0,0,1010,221000,"Unidade Habitacionais - Alagamentos residenciais no momento apresentam os maires prejuízos agregados a pequenos deslizamentos sobre residências e quedas de muro. Em relação aos alagamentos os bens móveis são os maiores prejuízos. As edificações destruídas complementam esse quadro tendo em vista o resultado dos levantamentos em decorrência ao evento da Lagoa da conceição com bom padrão construtivo das edificações.
Conforme relatório de Danos anexo, as Obras de infraestrutura pública conforme item 2.0 R$ 7.859.770,00 incluem 126 ruas danificas incluindo limpeza e desobstrução de galerias pluviais, canais de drenagem, muros de contenção/Rochas 32 entre outros, Aonde todos os itens deverão ser detalhados em plano de trabalho específico de reconstrução junto ao DRR/Brasília/MDR.
",25,600,13132906.901218109,0,0,0,0,0,0,0,0,0,0,0,0,32,126,8530713.030990666,21663619.932208776,NA,NA,NA,NA,NA,NA,NA,0,0,16280463.100683607,385901.2436965371,0,0,0,0,0,0,0,16666364.344380144,NA,0,0,0,0,0,0,16666364.344380144,2021,1,Jan,Chuvas Intensas
SC-F-4205803-13214-20210122,Garuva,SC,Sul,2021-01-22,2021-01-22,13214,13,Chuvas Intensas,Hidrológico,4205803,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,1,Jan,Chuvas Intensas
SC-F-4213500-13214-20210124,Porto Belo,SC,Sul,2021-01-26,2021-01-26,13214,13,Chuvas Intensas,Hidrológico,4213500,NA,Registro,NA,0,0,0,0,0,0,0,0,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,1,Jan,Chuvas Intensas
SC-F-4211900-13214-20210124,Palhoça,SC,Sul,2021-01-26,2021-01-26,13214,13,Chuvas Intensas,Hidrológico,4211900,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"Ponte localizada na Rua Jacob Vilain Filho, Bairro Guarda do Cubatão, divisa com o Município de Santo Amaro da Imperatriz, teve sua cabeceira danificada por razão da correnteza do rio causado principalmente pelas fortes chuvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325609.26201367215,325609.26201367215,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,21707.28413424481,0,0,0,21707.28413424481,NA,0,0,0,0,0,0,21707.28413424481,2021,1,Jan,Chuvas Intensas
SC-F-4205704-13214-20210121,Garopaba,SC,Sul,2021-01-29,2021-01-29,13214,13,Chuvas Intensas,Hidrológico,4205704,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"A MAIOR PARTE DOS DANOS FORAM EM VIAS PUBLICAS, PAVIMENTO PODE RETORNAR DE ONDE SAIU POREM AS CAIXA COLETORAS/BOCAS DE LOBO PRECISAM SER RECONSTRUIDAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,50,848754.809648972,848754.809648972,NA,NA,NA,NA,NA,NA,NA,0,0,0,37987.747234928414,0,0,0,0,0,0,0,37987.747234928414,NA,0,0,0,0,0,0,37987.747234928414,2021,1,Jan,Chuvas Intensas
SC-F-4216206-13214-20210212,São Francisco do Sul,SC,Sul,2021-02-13,2021-02-13,13214,13,Chuvas Intensas,Hidrológico,4216206,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"Escola Municipal Álvaro Dippold
Centro Integrado Multiuso",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,2,Fev,Chuvas Intensas
SC-F-4215653-12200-20201217,Santa Rosa do Sul,SC,Sul,2021-02-18,2021-02-18,12200,2,Enxurradas,Hidrológico,4215653,NA,Registro,NA,0,0,0,0,0,0,0,0,500,Destruição da Ponte da Comunidade de Peroba e danificação dos tubos de escoamento.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255576.39706297443,255576.39706297443,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,2,Fev,Enxurradas
SC-F-4213500-12300-20210225,Porto Belo,SC,Sul,2021-02-27,2021-02-27,12300,1,Alagamentos,Hidrológico,4213500,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,2,Fev,Alagamentos
SC-F-4208450-13214-20210228,Itapoá,SC,Sul,2021-03-01,2021-03-01,13214,13,Chuvas Intensas,Hidrológico,4208450,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,3,Mar,Chuvas Intensas
SC-F-4202057-12100-20210201,Balneário Barra do Sul,SC,Sul,2021-03-02,2021-03-02,12100,7,Inundações,Hidrológico,4202057,NA,Registro,NA,0,0,0,4,11,0,0,15,282,"Casas afetadas com danos nos móveis com prejuízos e ao ambiente doméstico, e na escola móveis afetados.
Total de 24 ruas substancialmente alagadas.",31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,3,Mar,Inundações
SC-F-4216206-13214-20210301,São Francisco do Sul,SC,Sul,2021-03-02,2021-03-02,13214,13,Chuvas Intensas,Hidrológico,4216206,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,3,Mar,Chuvas Intensas
SC-F-4205803-13214-20210301,Garuva,SC,Sul,2021-03-03,2021-03-03,13214,13,Chuvas Intensas,Hidrológico,4205803,NA,Registro,NA,0,0,0,0,8,0,0,8,0,"Estrada Geral Quiriri resultou em pontilhão destruído pelos detritos e enxurrada, danos superficiais nas estradas causaram buracos e perda de material utilizado na pista de rolamento.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,3,Mar,Chuvas Intensas
SC-F-4208302-13214-20210309,Itapema,SC,Sul,2021-03-09,2021-03-09,13214,13,Chuvas Intensas,Hidrológico,4208302,NA,Reconhecido,NA,0,0,0,12,3,0,0,15,539,"Unidades habitacionais: aproximadamente 320 casas foram danificadas, algumas parciais e outras totalmente, estima-se que os prejuízos foram na ordem de R$ 71.000,00, referente aos danos possíveis de serem valorados em vistoria técnica dos 7 imóveis levantados, 1 interditado;

Instalações públicas de saúde: Foi atingida a Unidade Básica de Saúde Central, Farmácia Especializada Central e o Centro de Orientação e Assistência  Sorológica de Itapema- COASI, houve danos de varias espécie, estima-se que os prejuízos  foram na ordem de R$ 168.318,19; 

Instalações públicas de ensino: 1) CMEI Alto São Bento - infraestruturas danificadas R$ 84.252,98, insumos e mobiliário R$ 37.999,95; 2) CMEI Prof. Maria Iracema - infraestruturas danificadas R$ 25.892,95; 3) EMEB Bento Elói Garcia R$ 57.054,15; 4) EMEB Luiz Francisco Vieira - infraestruturas R$ 79.435,86, insumos e mobiliário R$ 22.000,00; 5) EMEB Maria Linhares - infraestruturas R$ 44.062,45, insumos e mobiliário R$ 38.000,00; 6) EMEB Oswaldo Reis - infraestruturas R$ 23.009,79; 7) EMEB Paulo Reis - infraestruturas R$ 42.400,94.  

Instalações públicas prestadoras de outros serviços: Secretaria de Turismo com danos estimados em R$300.000,00, e R$ 39.374,99 em equipamentos.

Instalações Publicas de uso comunitário: Espaço Mercado Público com danos estimados em R$150.000,00.

Obras de Infraestruturas públicas: foram 3 tipos de infraestruturas danificadas: viária urbana (7.000 m² R$ 840.000,00); viária rural (3.500m² R$ 227.000,00); e sistemas de drenagem pluvial (2.000m R$ 340.000,00).",1,319,77060.85867656907,0,3,182686.53876459016,0,7,492873.7305213833,0,1,368345.4667993245,0,1,162804.63100683608,0,3,1527650.1209474783,2811421.3467161814,NA,NA,NA,NA,NA,NA,NA,0,0,0,1964509.2141491552,0,0,0,0,0,0,0,1964509.2141491552,NA,0,0,0,0,0,0,1964509.2141491552,2021,3,Mar,Chuvas Intensas
SC-F-4213500-13214-20210309,Porto Belo,SC,Sul,2021-03-09,2021-03-09,13214,13,Chuvas Intensas,Hidrológico,4213500,NA,Registro,NA,0,0,0,10,2,0,0,12,250,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,3,Mar,Chuvas Intensas
SC-F-4202305-13214-20210309,Biguaçu,SC,Sul,2021-03-11,2021-03-11,13214,13,Chuvas Intensas,Hidrológico,4202305,NA,Reconhecido,NA,0,0,0,0,25,0,0,25,2217,"As unidades habitacionais danificadas foram atingidas por enchentes, alagamentos, enxurradas e deslizamento planar. As residências destruídas foram atingidas por enxurradas, deslizamento planar ou rolamento. Descrição detalhada das estimativas pode ser encontrada em anexo em relatório de danos humanos, materiais ou ambientais.

Danos à vias públicas  em área urbana e rural em função de correntezas, havendo necessidade de remoção de lajotas e substituição do piso da via por concreto, especificamente, nas ruas José Antônio Cardoso (R$ 189.771,39) e Manoel Nunes de Freitas (R$ 163.665,69), ou recolocação das lajotas, especificamente, na Rua Belmira Mafra Vieira (R$ 174.830,4).

Necessidade de recuperação de tubulação de sistema de drenagem em função de danos, especificamente, paralela à Rua José Antônio Cardoso (R$ 581.919,99), Rua Lindauria Adriano (R$ 694.481,68) e Rua Domingos Antônio Zimmermann (R$ 1925.57,76).

Necessidade de recuperação de muro de contenção de vias públicas que foram destruídos em movimentos de massa, especificamente, dois muros na Rua José Antônio Cardoso (R$ 158.820,00 e R$ 333.570,00), um muro na Rua das Camélias (R$ 986.701,19) e outro na Rua Manoel Sebastião Machado (R$ 1.026.611,03).",6,194,377938.08931652043,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4887318.103063889,5265256.19238041,NA,NA,NA,NA,NA,NA,NA,0,0,78504.39307149635,133523.34982889122,0,0,0,525337.0282123567,0,0,0,737364.7711127443,NA,0,0,0,0,0,0,737364.7711127443,2021,3,Mar,Chuvas Intensas
SC-F-4202008-13214-20201227,Balneário Camboriú,SC,Sul,2021-05-05,2021-05-05,13214,13,Chuvas Intensas,Hidrológico,4202008,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,5,Mai,Chuvas Intensas
SC-F-4202008-13214-20201228,Balneário Camboriú,SC,Sul,2021-05-05,2021-05-05,13214,13,Chuvas Intensas,Hidrológico,4202008,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,5,Mai,Chuvas Intensas
SC-F-4216404-11321-20201210,São João do Sul,SC,Sul,2021-05-19,2021-05-19,11321,8,Movimento de Massa,Hidrológico,4216404,NA,Registro,NA,0,0,0,200,200,0,0,400,0,O valor da infraestrutura foi de maquinários e servidores da prefeitura para assim reconstruir a via obstruída pela enxurrada.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25557.635364840615,25557.635364840615,NA,NA,NA,NA,NA,NA,NA,25557.635364840615,0,0,12778.817682420307,0,19168.226523630463,0,0,0,0,0,57504.679570891385,NA,894517.3897204105,383364.5955944616,0,108536.42067122404,255576.39706297443,1641994.8030490705,1699499.482619962,2021,5,Mai,Movimento de Massa
SC-F-4212809-11321-20210121,Balneário Piçarras,SC,Sul,2021-05-20,2021-05-20,11321,8,Movimento de Massa,Hidrológico,4212809,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,5,Mai,Movimento de Massa
SC-F-4212809-12300-20210121,Balneário Piçarras,SC,Sul,2021-05-20,2021-05-20,12300,1,Alagamentos,Hidrológico,4212809,NA,Registro,NA,0,0,0,0,0,0,0,0,0,Propriedade particular com muro atingido.,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,5,Mai,Alagamentos
SC-F-4212809-12300-20210301,Balneário Piçarras,SC,Sul,2021-05-20,2021-05-20,12300,1,Alagamentos,Hidrológico,4212809,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,5,Mai,Alagamentos
SC-F-4212809-13214-20210204,Balneário Piçarras,SC,Sul,2021-05-20,2021-05-20,13214,13,Chuvas Intensas,Hidrológico,4212809,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,5,Mai,Chuvas Intensas
SC-F-4202008-13214-20210124,Balneário Camboriú,SC,Sul,2021-05-25,2021-05-25,13214,13,Chuvas Intensas,Hidrológico,4202008,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,5,Mai,Chuvas Intensas
SC-F-4202008-13214-20210309,Balneário Camboriú,SC,Sul,2021-06-02,2021-06-02,13214,13,Chuvas Intensas,Hidrológico,4202008,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,6,Jun,Chuvas Intensas
SC-F-4207205-13214-20210609,Imaruí,SC,Sul,2021-06-09,2021-06-09,13214,13,Chuvas Intensas,Hidrológico,4207205,NA,Reconhecido,NA,0,0,0,0,72,0,0,72,9106,"Unidades habitacionais: 

 2 residencias destruídas por deslocamento de massa e 136 residências danificadas por ações da enxurradas, alagamentos e movimento de massa, com prejuízo estimado em R$ 636.000,00 reais

Instalações Publica de Saúde:

A unidade de saúde teve todas as suas salas, consultórios médicos, consultórios odontológicos, banheiros e corredores inundados, móveis e equipamentos eletrônicos danificados, 6 CPUs e 1 SWIT 16 portas, além da lama trazida para o pátio da unidade. Sendo que alguns dos itens elencados acima não terão como ser reparados para utilização. Os Prejuízo estimados ficam em torno de R$ 16.650,0o reais.

Instalações Publicas de Ensino:

*EEFM Prefeito Portinho Bittencourt - Escola teve todas as suas salas, cozinha, banheiros e corredores no térreo inundados, com danificação de pisos de madeira, móveis e utensílios, bem como comprometimento da laje e fiação elétrica do térreo e primeiro andar. Houve ainda o dano a uma fossa sumidora que estava em construção para atender aos novos banheiros que já estavam em reforma.tendo um prejuízos estimados de R$ 65.000,00 reais.

*CEIM Carlos Gomes - Teve salas, refeitório e parquinho inundados bem como comprometimento da rede elétrica por conta das fortes chuvas, assim como um dos muros laterais do CEIM também foi danificado, tendo um prejuízo estimados em torno de R$ 35.000,00 reais.

* CEIM Olímpio Córdova Valente - Teve suas salas e parquinho alagados, danos a rede elétrica, a duas TV-s, uma lâmpada e dois armários além da lama trazida para o pátio da unidade, com prejuízos estimados  em torno de R$ 20.000,00 reais.

*Núcleo de Atenção ao Educando - Teve inundação o prédio, causando danos à sua estrutura física, também foram danificadas 7 estantes de MDF, 4 armários, 1 CPU, colchões de bagun, tapete escolar, brinquedos, 4 mesas de escritório e livros infantis, com prejuízos estimado em torno de R$ 45.000,00 reais.

Instalações Publicas prestadoras de outros serviços:

 Destacamento de Polícia Militar - alagamento no prédio, que causou danos nos seguintes equipamentos: 4 viaturas policiais, 1 motocicleta policial, 1 freezer vertical, 1 refrigerador, 1 micro-ondas, 1 fogão 4 bocas, 1 forno elétrico, 1 jogo de panelas, 1 jogo de talheres e 1 jogo de pratos, tendo prejuízo estimado em torno de R$ 44.950,00 reais.

Rede Feminina de Combate ao Câncer: deslizamento de massa causando danos ao muro e serviços de maquina para retirada dos entulhos, com prejuízo estimado em torno de R$ 10.000,00 reais.   

     

Obras de infraestrutura: 

Uma Ponte de concreto em construção totalmente destruída; 3 pontes de madeiras com as cabeceiras danificas pela enxurrada; 16 ruas pavimentadas com lajotas danificadas; 1 trecho pavimentado por lajotas de uma rodovia municipal danificado; 30 pontos de erosão distribuídos em ruas e rodovias  municipais não pavimentadas e  estaduais não pavimentadas; 5 casas atingidas por deslocamento de massa; 2 pontos de deslocamento de massa em 1 rua de área urbana; 2 pontos de deslocamento de massa em 2 rodovias municipais; 3 pontos de deslocamento de massa em uma rodovia estadual; 21 pontos de drenagem de água danificados, distribuídos em ruas na área urbana e em rodovias municipais e rodovia estaduais; 1 ponto de destruição em uma rua de área urbana pavimentada por lajota;1 ponto de descarga dos principais ponto de drenagem do centro da cidade (fundo Posto de Saúde central); 7 pontos de drenagem de água na área central; 7 pontos de pavimentação de rua na área central, conforme relatório de infraestrutura.

Prejuízo estimado em torno de R$ 6.285.885,31 reais  
",2,136,690291.635468985,0,1,18071.314041758804,0,4,179085.09410751966,0,2,59640.76315883761,0,0,0,2,101,6822474.922972275,7769563.729749376,NA,NA,NA,NA,NA,NA,NA,0,189378.30836650621,0,10853.642067122404,0,0,0,0,0,0,0,200231.9504336286,NA,27134.10516780601,390731.11441640655,0,0,987681.4281081388,1405546.6476923514,1605778.5981259798,2021,6,Jun,Chuvas Intensas
SC-F-4202107-12300-20210608,Barra Velha,SC,Sul,2021-06-09,2021-06-09,12300,1,Alagamentos,Hidrológico,4202107,NA,Registro,NA,0,0,0,0,5,0,0,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,6,Jun,Alagamentos
SC-F-4205407-13214-20210609,Florianópolis,SC,Sul,2021-06-09,2021-06-09,13214,13,Chuvas Intensas,Hidrológico,4205407,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,6,Jun,Chuvas Intensas
SC-F-4212809-12300-20210609,Balneário Piçarras,SC,Sul,2021-06-09,2021-06-09,12300,1,Alagamentos,Hidrológico,4212809,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,6,Jun,Alagamentos
SC-F-4215653-12200-20210609,Santa Rosa do Sul,SC,Sul,2021-06-10,2021-06-10,12200,2,Enxurradas,Hidrológico,4215653,NA,Registro,NA,0,0,0,4,6,0,0,10,256,"Os efeitos de ordem geral deram-se com a inundação das estradas, impossibilitando as atividades para mais de 498 pessoas entre agricultores, profissionais liberais, comerciantes, fornecedores e servidores públicos.
A danificação de 2 pontes nas localidade de Vila Bitencourt e Glorinha, atingiu um prejuízo estimado de R$ 92.000,00 (noventa e dois mil reais).
O deslizamento do barranco junto a Escola Municipal Hercílio de Faveri, da comunidade de Jaguarari, atingiu a quadra de esportes e salas de aula.  Serão necessários um investimento estimado de R$ 75.000,00 (setenta e cinco mil reais), para estabilização do barranco.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,181255.82252094414,181255.82252094414,NA,NA,NA,NA,NA,NA,NA,0,542.6821033561203,0,18451.191514108086,0,0,0,0,0,0,0,18993.873617464207,NA,0,0,0,0,0,0,18993.873617464207,2021,6,Jun,Enxurradas
SC-F-4209409-13214-20210609,Laguna,SC,Sul,2021-06-10,2021-06-10,13214,13,Chuvas Intensas,Hidrológico,4209409,NA,Reconhecido,NA,0,2,0,0,15,0,0,17,245,"Devido à forte chuva algumas unidades escolares e edificações do município sofreram danos como infiltração de água e queda de muro, dentre as 7 escolas afetadas estão as escolas E.E.B José de Souza Guimarães / CEI Saci Pererê- Figueira, E.E.B Chiquinha Gomes de Carvalho / CEI Sonho de Criança- Bananal, CEI Pequeno Príncipe- Cabeçudas, E.E.B Professora Iracy Virgínia Rodrigues- Barranceira, E.E.B Nininha Guedes Reis- Barbacena, CEI Padre Augustinho- Progresso, E.E.B Comandante Moreira- Campos Verdes, o valor dos danos foi de 48.600,00 reais, que está em documento anexo.
Também sofreu danos de infiltração devido a chuva volumosa a Fundação Irmã Vera-Campo de Fora à qual presta serviços a comunidade, o valor dos danos foi de 2.900,00 . Ruas e pontes foram danificadas (aberturas no solo, pontes com estrutura danificada e levantamento de lajotas) devido as fortes chuvas que assolaram as regiões de Barranceira, Madre, Bentos, Ribeirão Pequeno, Ribeirão Grande, Cabeçudas, Bananal, Magalhães, Figueira, Nova Fazenda, Morro Grande e Parobé, o valor para reconstrução de danos foi de 668.710,22 reais.",0,0,0,0,0,0,0,7,52748.70044621488,0,1,3147.5561994654972,0,0,0,0,12,669897.8808049874,725794.1374506678,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,54268.21033561202,322895.8514968915,0,0,43414.56826848962,420578.63010099315,420578.63010099315,2021,6,Jun,Chuvas Intensas
SC-F-4208203-13214-20210609,Itajaí,SC,Sul,2021-06-11,2021-06-11,13214,13,Chuvas Intensas,Hidrológico,4208203,NA,Registro,NA,0,0,0,0,0,0,0,0,7500,"Com relação aos danos em unidades habitacionais, segundo relatório apresentado pela Secretaria Municipal de Assistência Social, 89 famílias foram atingidas diretamente pelo evento adverso tendo sido registrados danos materiais relativos a perda de móveis, roupas, eletrodomésticos e alimentos.
Quanto as obras de infraestrutura pública, registrou-se a erosão da cabeceira de um pontilhão localizado na Rua João Gervasi (Brilhante II), um pontilhão que cedeu na Rua David Evangelhista (Brilhante II), erosão da cabeceira de um pontilhão localizado na Rua José Marcelino Rodrigues (Brilhante II), danos estruturais em pontilhão localizado na Rua Áureo Antônio Sansão (Brilhante II) que necessitou ser interditado, erosão na cabeceira de um pontilhão na Rua Mineral (Limoeiro), erosão das cabeceiras e danos na estrutura da ponte do Tatu localizada na Rua Ari Zermiani (Itaipava) que teve que ser interditada, destruição de três pontos de passagem localizados na Rua Marcos Albino (Baia) edificados com tubos de concreto que serviam como acesso para algumas residências e erosão em via pública na Rua Áureo Antônio Sansão (Brilhante II) que teve que ser interditada. Também foram registrados diversos danos no sistema de drenagem pluvial das ruas da área rural, erosão em margem de ribeirões, deslizamentos de terra atingindo via pública, erosão superficial de vias públicas gerando danos na pavimentação necessitando serviços de requalificação asfáltica e macadamização em ruas terra.
Instalações públicas de ensino: danos em 11 (onze) portas e piso vinílico da Escola Básica Prof. Martinho Gervásio e no CEI Antônio Nicoletti.",0,89,261910.32208593746,0,0,0,0,2,58469.79627714198,0,0,0,0,0,0,0,98,2573334.2805536846,2893714.3989167637,NA,NA,NA,NA,NA,NA,NA,0,48028.49492579162,0,0,0,0,0,0,0,0,0,48028.49492579162,NA,0,0,0,0,54268.21033561202,54268.21033561202,102296.70526140365,2021,6,Jun,Chuvas Intensas
SC-F-4218004-13214-20210608,Tijucas,SC,Sul,2021-06-11,2021-06-11,13214,13,Chuvas Intensas,Hidrológico,4218004,NA,Registro,NA,0,0,0,0,28,0,0,28,2700,"casas afetadas 38 com alagamento e perda de móveis, eletrônicos , eletrodomésticos, alimentos, equipamentos de trabalho;
Unidade Básica de Saúde 02 alagamento e perda de equipamentos e mobiliários;
Serviço autônomo de Água e Esgoto danos em todos as estações de captação de água, rompimento de rede de transmissão de água em diversos pontos e danos na rede de captação de esgoto.
Instalações de uso comunitário praça pública com diversos danos em sua estrutura e paisagismo.
obras de infraestruturas todas as estradas vicinais que cortam os bairros do interior foram danificadas e em alguns pontos totalmente destruídas ficando intransitáveis; 05 pontes foram danificadas e uma ponte pencil foi completamente destruída; diversos pontilhões de madeira foram afetados, danos também nos tubos de drenagem das estradas vicinais, assoreamento de córregos, valas de drenagem pluvial e do Rio Oliveira.

",0,38,0,0,2,0,0,0,0,0,5,0,0,3,0,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2021,6,Jun,Chuvas Intensas
